Matchday,Day,Date,Home,Away,FullTime,HalfTime
6,Sat,2022-09-03,Nantes,Paris Saint Germain,0-3,0-1
6,Sun,2022-09-04,Montpellier,Lille,1-3,1-1
6,Sun,2022-09-04,AC Ajaccio,FC Lorient,0-1,0-0
6,Sun,2022-09-04,Clermont Foot 63,Toulouse FC,2-0,0-0
6,Sun,2022-09-04,Brestois,Estrasburgo,1-1,1-1
6,Sun,2022-09-04,Stade de Reims,Lens,1-1,0-0
6,Sun,2022-09-04,ESTAC Troyes,Rennes,1-1,1-0
6,Sun,2022-09-04,Nice,Monaco,0-1,0-0
7,Fri,2022-09-09,Lens,ESTAC Troyes,1-0,1-0
7,Sat,2022-09-10,Paris Saint Germain,Brestois,1-0,1-0
7,Sat,2022-09-10,Olympique de Marseille,Lille,2-1,1-1
7,Sun,2022-09-11,Estrasburgo,Clermont Foot 63,0-0,
7,Sun,2022-09-11,AC Ajaccio,Nice,0-1,0-0
7,Sun,2022-09-11,FC Lorient,Nantes,3-2,1-1
7,Sun,2022-09-11,Toulouse FC,Stade de Reims,1-0,1-0
7,Sun,2022-09-11,Angers,Montpellier,2-1,1-1
7,Sun,2022-09-11,Rennes,AJ Auxerre,5-0,1-0
7,Sun,2022-09-11,Monaco,Lyon,2-1,0-0
8,Fri,2022-09-16,AJ Auxerre,FC Lorient,1-3,0-3
8,Sat,2022-09-17,Montpellier,Estrasburgo,2-1,1-0
8,Sat,2022-09-17,Lille,Toulouse FC,2-1,1-0
8,Sun,2022-09-18,Stade de Reims,Monaco,0-3,0-0
8,Sun,2022-09-18,Clermont Foot 63,ESTAC Troyes,1-3,1-1
8,Sun,2022-09-18,Nice,Angers,0-1,0-1
8,Sun,2022-09-18,Olympique de Marseille,Rennes,1-1,0-1
8,Sun,2022-09-18,Brestois,AC Ajaccio,0-1,0-0
8,Sun,2022-09-18,Nantes,Lens,0-0,
8,Sun,2022-09-18,Lyon,Paris Saint Germain,0-1,0-1
9,Fri,2022-09-30,Angers,Olympique de Marseille,0-3,0-1
9,Sat,2022-10-01,Estrasburgo,Rennes,1-3,0-1
9,Sat,2022-10-01,Paris Saint Germain,Nice,2-1,1-0
9,Sun,2022-10-02,FC Lorient,Lille,2-1,1-0
9,Sun,2022-10-02,AC Ajaccio,Clermont Foot 63,1-3,0-1
9,Sun,2022-10-02,AJ Auxerre,Brestois,1-1,0-0
9,Sun,2022-10-02,ESTAC Troyes,Stade de Reims,2-2,0-1
9,Sun,2022-10-02,Toulouse FC,Montpellier,4-2,3-1
9,Sun,2022-10-02,Monaco,Nantes,4-1,3-0
9,Sun,2022-10-02,Lens,Lyon,1-0,0-0
10,Fri,2022-10-07,Lyon,Toulouse FC,1-1,1-0
10,Sat,2022-10-08,Olympique de Marseille,AC Ajaccio,1-2,1-1
10,Sat,2022-10-08,Stade de Reims,Paris Saint Germain,0-0,
10,Sun,2022-10-09,Montpellier,Monaco,0-2,0-1
10,Sun,2022-10-09,Clermont Foot 63,AJ Auxerre,2-1,0-0
10,Sun,2022-10-09,Nice,ESTAC Troyes,3-2,2-0
10,Sun,2022-10-09,Angers,Estrasburgo,2-3,1-2
10,Sun,2022-10-09,Brestois,FC Lorient,1-2,1-1
10,Sun,2022-10-09,Rennes,Nantes,3-0,1-0
10,Sun,2022-10-09,Lille,Lens,1-0,1-0
11,Fri,2022-10-14,Estrasburgo,Lille,0-3,0-1
11,Sat,2022-10-15,FC Lorient,Stade de Reims,0-0,
11,Sat,2022-10-15,Lens,Montpellier,1-0,0-0
11,Sun,2022-10-16,Toulouse FC,Angers,3-2,2-1
11,Sun,2022-10-16,AJ Auxerre,Nice,1-1,1-1
11,Sun,2022-10-16,ESTAC Troyes,AC Ajaccio,1-1,0-0
11,Sun,2022-10-16,Nantes,Brestois,4-1,2-1
11,Sun,2022-10-16,Rennes,Lyon,3-2,1-1
11,Sun,2022-10-16,Monaco,Clermont Foot 63,1-1,1-0
11,Sun,2022-10-16,Paris Saint Germain,Olympique de Marseille,1-0,1-0
12,Fri,2022-10-21,AC Ajaccio,Paris Saint Germain,0-3,0-1
12,Sat,2022-10-22,Montpellier,Lyon,1-2,0-1
12,Sat,2022-10-22,Olympique de Marseille,Lens,0-1,0-0
12,Sun,2022-10-23,Angers,Rennes,1-2,0-1
12,Sun,2022-10-23,Clermont Foot 63,Brestois,1-3,0-1
12,Sun,2022-10-23,ESTAC Troyes,FC Lorient,2-2,1-0
12,Sun,2022-10-23,Toulouse FC,Estrasburgo,2-2,1-0
12,Sun,2022-10-23,Stade de Reims,AJ Auxerre,2-1,1-1
12,Sun,2022-10-23,Nice,Nantes,1-1,0-0
12,Sun,2022-10-23,Lille,Monaco,4-3,2-2
13,Fri,2022-10-28,Lens,Toulouse FC,3-0,0-0
13,Sat,2022-10-29,Paris Saint Germain,ESTAC Troyes,4-3,1-1
13,Sat,2022-10-29,Estrasburgo,Olympique de Marseille,2-2,0-2
13,Sun,2022-10-30,AJ Auxerre,AC Ajaccio,1-0,1-0
13,Sun,2022-10-30,Monaco,Angers,2-0,0-0
13,Sun,2022-10-30,Nantes,Clermont Foot 63,1-1,0-0
13,Sun,2022-10-30,Brestois,Stade de Reims,0-0,
13,Sun,2022-10-30,Rennes,Montpellier,3-0,2-0
13,Sun,2022-10-30,FC Lorient,Nice,1-2,1-0
13,Sun,2022-10-30,Lyon,Lille,1-0,0-0
14,Fri,2022-11-04,ESTAC Troyes,AJ Auxerre,1-1,1-0
14,Sat,2022-11-05,AC Ajaccio,Estrasburgo,4-2,4-2
14,Sat,2022-11-05,Angers,Lens,1-2,0-1
14,Sun,2022-11-06,FC Lorient,Paris Saint Germain,1-2,0-1
14,Sun,2022-11-06,Clermont Foot 63,Montpellier,1-1,0-1
14,Sun,2022-11-06,Toulouse FC,Monaco,0-2,0-0
14,Sun,2022-11-06,Nice,Brestois,1-0,0-0
14,Sun,2022-11-06,Stade de Reims,Nantes,1-0,0-0
14,Sun,2022-11-06,Lille,Rennes,1-1,1-0
14,Sun,2022-11-06,Olympique de Marseille,Lyon,1-0,1-0
15,Fri,2022-11-11,Lyon,Nice,1-1,0-1
15,Sat,2022-11-12,Lens,Clermont Foot 63,2-1,0-1
15,Sat,2022-11-12,Rennes,Toulouse FC,2-1,1-0
15,Sun,2022-11-13,Paris Saint Germain,AJ Auxerre,5-0,1-0
15,Sun,2022-11-13,Nantes,AC Ajaccio,2-2,0-0
15,Sun,2022-11-13,Montpellier,Stade de Reims,1-1,0-0
15,Sun,2022-11-13,Lille,Angers,1-0,1-0
15,Sun,2022-11-13,Brestois,ESTAC Troyes,2-1,0-0
15,Sun,2022-11-13,Estrasburgo,FC Lorient,1-1,0-1
15,Sun,2022-11-13,Monaco,Olympique de Marseille,2-3,1-1
16,Wed,2022-12-28,AC Ajaccio,Angers,1-0,1-0
16,Wed,2022-12-28,ESTAC Troyes,Nantes,0-0,
16,Wed,2022-12-28,AJ Auxerre,Monaco,2-3,1-1
16,Wed,2022-12-28,Clermont Foot 63,Lille,0-2,0-0
16,Wed,2022-12-28,Paris Saint Germain,Estrasburgo,2-1,1-0
16,Wed,2022-12-28,Brestois,Lyon,2-4,1-3
16,Thu,2022-12-29,FC Lorient,Montpellier,0-2,0-2
16,Thu,2022-12-29,Stade de Reims,Rennes,3-1,2-1
16,Thu,2022-12-29,Nice,Lens,0-0,
16,Thu,2022-12-29,Olympique de Marseille,Toulouse FC,6-1,2-0
17,Sun,2023-01-01,Monaco,Brestois,1-0,0-0
17,Sun,2023-01-01,Nantes,AJ Auxerre,1-0,0-0
17,Sun,2023-01-01,Toulouse FC,AC Ajaccio,2-0,0-0
17,Sun,2023-01-01,Angers,FC Lorient,1-2,1-0
17,Sun,2023-01-01,Lyon,Clermont Foot 63,0-1,0-0
17,Sun,2023-01-01,Lens,Paris Saint Germain,3-1,2-1
17,Mon,2023-01-02,Estrasburgo,ESTAC Troyes,2-3,1-2
17,Mon,2023-01-02,Lille,Stade de Reims,1-1,1-0
17,Mon,2023-01-02,Montpellier,Olympique de Marseille,1-2,0-0
17,Mon,2023-01-02,Rennes,Nice,2-1,1-1
18,Wed,2023-01-11,AC Ajaccio,Stade de Reims,0-1,0-1
18,Wed,2023-01-11,AJ Auxerre,Toulouse FC,0-5,0-3
18,Wed,2023-01-11,Clermont Foot 63,Rennes,2-1,1-0
18,Wed,2023-01-11,Nantes,Lyon,0-0,
18,Wed,2023-01-11,Brestois,Lille,0-0,
18,Wed,2023-01-11,ESTAC Troyes,Olympique de Marseille,0-2,0-1
18,Wed,2023-01-11,FC Lorient,Monaco,2-2,0-0
18,Wed,2023-01-11,Nice,Montpellier,6-1,2-0
18,Wed,2023-01-11,Paris Saint Germain,Angers,2-0,1-0
18,Wed,2023-01-11,Estrasburgo,Lens,2-2,2-2
19,Sat,2023-01-14,Lens,AJ Auxerre,1-0,0-0
19,Sat,2023-01-14,Olympique de Marseille,FC Lorient,3-1,1-1
19,Sat,2023-01-14,Lyon,Estrasburgo,1-2,1-2
19,Sun,2023-01-15,Lille,ESTAC Troyes,5-1,2-0
19,Sun,2023-01-15,Toulouse FC,Brestois,1-1,0-1
19,Sun,2023-01-15,Montpellier,Nantes,0-3,0-1
19,Sun,2023-01-15,Angers,Clermont Foot 63,1-2,0-1
19,Sun,2023-01-15,Stade de Reims,Nice,0-0,
19,Sun,2023-01-15,Monaco,AC Ajaccio,7-1,5-1
19,Sun,2023-01-15,Rennes,Paris Saint Germain,1-0,0-0
20,Fri,2023-01-27,FC Lorient,Rennes,2-1,2-0
20,Sat,2023-01-28,ESTAC Troyes,Lens,1-1,0-0
20,Sat,2023-01-28,Olympique de Marseille,Monaco,1-1,0-1
20,Sun,2023-01-29,Nice,Lille,1-0,1-0
20,Sun,2023-01-29,AJ Auxerre,Montpellier,0-2,0-0
20,Sun,2023-01-29,Clermont Foot 63,Nantes,0-0,
20,Sun,2023-01-29,Estrasburgo,Toulouse FC,1-2,1-1
20,Sun,2023-01-29,Brestois,Angers,4-0,2-0
20,Sun,2023-01-29,AC Ajaccio,Lyon,0-2,0-1
20,Sun,2023-01-29,Paris Saint Germain,Stade de Reims,1-1,0-0
21,Wed,2023-02-01,Nantes,Olympique de Marseille,0-2,0-0
21,Wed,2023-02-01,Toulouse FC,ESTAC Troyes,4-1,2-1
21,Wed,2023-02-01,Lille,Clermont Foot 63,0-0,
21,Wed,2023-02-01,Angers,AC Ajaccio,1-2,1-0
21,Wed,2023-02-01,Stade de Reims,FC Lorient,4-2,1-2
21,Wed,2023-02-01,Monaco,AJ Auxerre,3-2,2-0
21,Wed,2023-02-01,Montpellier,Paris Saint Germain,1-3,0-0
21,Wed,2023-02-01,Lyon,Brestois,0-0,
21,Wed,2023-02-01,Lens,Nice,0-1,0-0
21,Wed,2023-02-01,Rennes,Estrasburgo,3-0,2-0
22,Sat,2023-02-04,Paris Saint Germain,Toulouse FC,2-1,1-1
22,Sat,2023-02-04,ESTAC Troyes,Lyon,1-3,0-1
22,Sat,2023-02-04,Rennes,Lille,1-3,1-0
22,Sun,2023-02-05,Clermont Foot 63,Monaco,0-2,0-2
22,Sun,2023-02-05,AC Ajaccio,Nantes,0-2,0-0
22,Sun,2023-02-05,AJ Auxerre,Stade de Reims,0-0,
22,Sun,2023-02-05,FC Lorient,Angers,0-0,
22,Sun,2023-02-05,Estrasburgo,Montpellier,2-0,2-0
22,Sun,2023-02-05,Brestois,Lens,1-1,0-0
22,Sun,2023-02-05,Olympique de Marseille,Nice,1-3,0-2
23,Fri,2023-02-10,Nice,AC Ajaccio,3-0,1-0
23,Sat,2023-02-11,Monaco,Paris Saint Germain,3-1,3-1
23,Sat,2023-02-11,Clermont Foot 63,Olympique de Marseille,0-2,0-1
23,Sun,2023-02-12,Toulouse FC,Rennes,3-1,3-0
23,Sun,2023-02-12,Montpellier,Brestois,3-0,2-0
23,Sun,2023-02-12,Lille,Estrasburgo,2-0,2-0
23,Sun,2023-02-12,Angers,AJ Auxerre,1-1,1-1
23,Sun,2023-02-12,Stade de Reims,ESTAC Troyes,4-0,2-0
23,Sun,2023-02-12,Nantes,FC Lorient,1-0,0-0
23,Sun,2023-02-12,Lyon,Lens,2-1,1-1
24,Fri,2023-02-17,AJ Auxerre,Lyon,2-1,0-1
24,Sat,2023-02-18,Nice,Stade de Reims,0-0,
24,Sat,2023-02-18,Estrasburgo,Angers,2-1,2-0
24,Sun,2023-02-19,Paris Saint Germain,Lille,4-3,2-1
24,Sun,2023-02-19,ESTAC Troyes,Montpellier,0-1,0-0
24,Sun,2023-02-19,FC Lorient,AC Ajaccio,3-0,2-0
24,Sun,2023-02-19,Brestois,Monaco,1-2,0-1
24,Sun,2023-02-19,Rennes,Clermont Foot 63,2-0,1-0
24,Sun,2023-02-19,Lens,Nantes,3-1,2-1
24,Sun,2023-02-19,Toulouse FC,Olympique de Marseille,2-3,1-0
25,Fri,2023-02-24,Lille,Brestois,2-1,0-1
25,Sat,2023-02-25,Angers,Lyon,1-3,0-1
25,Sat,2023-02-25,Montpellier,Lens,1-1,0-1
25,Sun,2023-02-26,FC Lorient,AJ Auxerre,0-1,0-0
25,Sun,2023-02-26,AC Ajaccio,ESTAC Troyes,2-1,0-1
25,Sun,2023-02-26,Clermont Foot 63,Estrasburgo,1-1,0-1
25,Sun,2023-02-26,Nantes,Rennes,0-1,0-1
25,Sun,2023-02-26,Stade de Reims,Toulouse FC,3-0,2-0
25,Sun,2023-02-26,Monaco,Nice,0-3,0-3
25,Sun,2023-02-26,Olympique de Marseille,Paris Saint Germain,0-3,0-2
26,Fri,2023-03-03,Nice,AJ Auxerre,1-1,1-1
26,Sat,2023-03-04,Lens,Lille,1-1,1-0
26,Sat,2023-03-04,Paris Saint Germain,Nantes,4-2,2-2
26,Sun,2023-03-05,ESTAC Troyes,Monaco,2-2,1-0
26,Sun,2023-03-05,Toulouse FC,Clermont Foot 63,0-1,0-0
26,Sun,2023-03-05,Montpellier,Angers,5-0,3-0
26,Sun,2023-03-05,Estrasburgo,Brestois,0-1,0-1
26,Sun,2023-03-05,Stade de Reims,AC Ajaccio,1-0,0-0
26,Sun,2023-03-05,Lyon,FC Lorient,0-0,
26,Sun,2023-03-05,Rennes,Olympique de Marseille,0-1,0-0
27,Fri,2023-03-10,Lille,Lyon,3-3,0-0
27,Sat,2023-03-11,AJ Auxerre,Rennes,0-0,
27,Sat,2023-03-11,Brestois,Paris Saint Germain,1-2,1-1
27,Sun,2023-03-12,Clermont Foot 63,Lens,0-4,0-3
27,Sun,2023-03-12,AC Ajaccio,Montpellier,0-1,0-0
27,Sun,2023-03-12,FC Lorient,ESTAC Troyes,2-0,1-0
27,Sun,2023-03-12,Nantes,Nice,2-2,1-1
27,Sun,2023-03-12,Angers,Toulouse FC,0-2,0-1
27,Sun,2023-03-12,Monaco,Stade de Reims,0-1,0-0
27,Sun,2023-03-12,Olympique de Marseille,Estrasburgo,2-2,0-0
28,Fri,2023-03-17,Lyon,Nantes,1-1,1-1
28,Sat,2023-03-18,Toulouse FC,Lille,0-2,0-0
28,Sat,2023-03-18,Lens,Angers,3-0,2-0
28,Sun,2023-03-19,AC Ajaccio,Monaco,0-2,0-1
28,Sun,2023-03-19,ESTAC Troyes,Brestois,2-2,2-1
28,Sun,2023-03-19,Montpellier,Clermont Foot 63,2-1,0-1
28,Sun,2023-03-19,Nice,FC Lorient,1-1,0-1
28,Sun,2023-03-19,Estrasburgo,AJ Auxerre,2-0,1-0
28,Sun,2023-03-19,Paris Saint Germain,Rennes,0-2,0-1
28,Sun,2023-03-19,Stade de Reims,Olympique de Marseille,1-2,1-2
29,Fri,2023-03-31,Olympique de Marseille,Montpellier,1-1,1-1
29,Sat,2023-04-01,AJ Auxerre,ESTAC Troyes,1-0,0-0
29,Sat,2023-04-01,Rennes,Lens,0-1,0-1
29,Sun,2023-04-02,Lille,FC Lorient,3-1,1-0
29,Sun,2023-04-02,Clermont Foot 63,AC Ajaccio,2-1,0-1
29,Sun,2023-04-02,Nantes,Stade de Reims,0-3,0-2
29,Sun,2023-04-02,Angers,Nice,1-1,1-1
29,Sun,2023-04-02,Brestois,Toulouse FC,3-1,1-1
29,Sun,2023-04-02,Monaco,Estrasburgo,4-3,1-2
29,Sun,2023-04-02,Paris Saint Germain,Lyon,0-1,0-0
30,Fri,2023-04-07,Lens,Estrasburgo,2-1,1-0
30,Sat,2023-04-08,Angers,Lille,1-0,0-0
30,Sat,2023-04-08,Nice,Paris Saint Germain,0-2,0-1
30,Sun,2023-04-09,Lyon,Rennes,3-1,0-1
30,Sun,2023-04-09,AC Ajaccio,AJ Auxerre,0-3,0-3
30,Sun,2023-04-09,ESTAC Troyes,Clermont Foot 63,0-2,0-2
30,Sun,2023-04-09,Montpellier,Toulouse FC,1-2,0-1
30,Sun,2023-04-09,Stade de Reims,Brestois,1-1,0-1
30,Sun,2023-04-09,Nantes,Monaco,2-2,0-2
30,Sun,2023-04-09,FC Lorient,Olympique de Marseille,0-0,
31,Fri,2023-04-14,Toulouse FC,Lyon,1-2,1-1
31,Sat,2023-04-15,Rennes,Stade de Reims,3-0,2-0
31,Sat,2023-04-15,Paris Saint Germain,Lens,3-1,3-0
31,Sun,2023-04-16,Lille,Montpellier,2-1,0-1
31,Sun,2023-04-16,AJ Auxerre,Nantes,2-1,2-0
31,Sun,2023-04-16,Clermont Foot 63,Angers,2-1,2-1
31,Sun,2023-04-16,Estrasburgo,AC Ajaccio,3-1,1-0
31,Sun,2023-04-16,Brestois,Nice,1-0,1-0
31,Sun,2023-04-16,Monaco,FC Lorient,3-1,2-0
31,Sun,2023-04-16,Olympique de Marseille,ESTAC Troyes,3-1,2-0
32,Fri,2023-04-21,Angers,Paris Saint Germain,1-2,0-2
32,Sat,2023-04-22,AJ Auxerre,Lille,1-1,0-1
32,Sat,2023-04-22,Lens,Monaco,3-0,2-0
32,Sun,2023-04-23,Stade de Reims,Estrasburgo,0-2,0-2
32,Sun,2023-04-23,AC Ajaccio,Brestois,0-0,
32,Sun,2023-04-23,FC Lorient,Toulouse FC,0-1,0-0
32,Sun,2023-04-23,Nantes,ESTAC Troyes,2-2,1-0
32,Sun,2023-04-23,Nice,Clermont Foot 63,1-2,1-1
32,Sun,2023-04-23,Montpellier,Rennes,1-0,0-0
32,Sun,2023-04-23,Lyon,Olympique de Marseille,1-2,0-1
33,Fri,2023-04-28,Estrasburgo,Lyon,1-2,1-2
33,Sat,2023-04-29,Lille,AC Ajaccio,3-0,3-0
33,Sun,2023-04-30,Monaco,Montpellier,0-4,0-1
33,Sun,2023-04-30,Clermont Foot 63,Stade de Reims,1-0,1-0
33,Sun,2023-04-30,ESTAC Troyes,Nice,0-1,0-1
33,Sun,2023-04-30,Rennes,Angers,4-2,2-2
33,Sun,2023-04-30,Paris Saint Germain,FC Lorient,1-3,1-2
33,Sun,2023-04-30,Olympique de Marseille,AJ Auxerre,2-1,0-1
33,Tue,2023-05-02,Toulouse FC,Lens,0-1,0-1
33,Wed,2023-05-03,Brestois,Nantes,2-0,2-0
34,Sat,2023-05-06,Nice,Rennes,2-1,0-0
34,Sat,2023-05-06,Stade de Reims,Lille,1-0,1-0
34,Sat,2023-05-06,Lens,Olympique de Marseille,2-1,1-0
34,Sun,2023-05-07,Angers,Monaco,1-2,0-1
34,Sun,2023-05-07,AC Ajaccio,Toulouse FC,0-0,
34,Sun,2023-05-07,AJ Auxerre,Clermont Foot 63,1-1,1-0
34,Sun,2023-05-07,FC Lorient,Brestois,2-1,1-0
34,Sun,2023-05-07,Nantes,Estrasburgo,0-2,0-1
34,Sun,2023-05-07,Lyon,Montpellier,5-4,1-2
34,Sun,2023-05-07,ESTAC Troyes,Paris Saint Germain,1-3,0-1
35,Fri,2023-05-12,Lens,Stade de Reims,2-1,1-1
35,Sat,2023-05-13,Estrasburgo,Nice,2-0,1-0
35,Sat,2023-05-13,Paris Saint Germain,AC Ajaccio,5-0,2-0
35,Sun,2023-05-14,Clermont Foot 63,Lyon,2-1,1-1
35,Sun,2023-05-14,Montpellier,FC Lorient,1-1,0-0
35,Sun,2023-05-14,Brestois,AJ Auxerre,1-0,0-0
35,Sun,2023-05-14,Rennes,ESTAC Troyes,4-0,1-0
35,Sun,2023-05-14,Toulouse FC,Nantes,0-0,
35,Sun,2023-05-14,Monaco,Lille,0-0,
35,Sun,2023-05-14,Olympique de Marseille,Angers,3-1,1-1
36,Fri,2023-05-19,Lyon,Monaco,3-1,1-1
36,Sat,2023-05-20,Nantes,Montpellier,0-3,0-1
36,Sat,2023-05-20,Lille,Olympique de Marseille,2-1,0-1
36,Sun,2023-05-21,AC Ajaccio,Rennes,0-5,0-4
36,Sun,2023-05-21,ESTAC Troyes,Estrasburgo,1-1,0-1
36,Sun,2023-05-21,Nice,Toulouse FC,0-0,
36,Sun,2023-05-21,Brestois,Clermont Foot 63,2-1,1-1
36,Sun,2023-05-21,Stade de Reims,Angers,2-2,1-0
36,Sun,2023-05-21,FC Lorient,Lens,1-3,1-2
36,Sun,2023-05-21,AJ Auxerre,Paris Saint Germain,1-2,0-2
37,Sat,2023-05-27,Clermont Foot 63,FC Lorient,2-0,1-0
37,Sat,2023-05-27,Toulouse FC,AJ Auxerre,1-1,1-1
37,Sat,2023-05-27,Montpellier,Nice,2-3,2-0
37,Sat,2023-05-27,Olympique de Marseille,Brestois,1-2,0-0
37,Sat,2023-05-27,Lyon,Stade de Reims,3-0,2-0
37,Sat,2023-05-27,Lille,Nantes,2-1,0-1
37,Sat,2023-05-27,Estrasburgo,Paris Saint Germain,1-1,0-0
37,Sat,2023-05-27,Lens,AC Ajaccio,3-0,3-0
37,Sat,2023-05-27,Angers,ESTAC Troyes,2-1,1-1
37,Sat,2023-05-27,Rennes,Monaco,2-0,0-0
38,Sat,2023-06-03,AC Ajaccio,Olympique de Marseille,1-0,0-0
38,Sat,2023-06-03,AJ Auxerre,Lens,1-3,0-1
38,Sat,2023-06-03,Monaco,Toulouse FC,1-2,0-0
38,Sat,2023-06-03,ESTAC Troyes,Lille,1-1,0-0
38,Sat,2023-06-03,FC Lorient,Estrasburgo,2-1,2-0
38,Sat,2023-06-03,Nantes,Angers,1-0,1-0
38,Sat,2023-06-03,Nice,Lyon,3-1,3-1
38,Sat,2023-06-03,Paris Saint Germain,Clermont Foot 63,2-3,2-2
38,Sat,2023-06-03,Brestois,Rennes,1-2,1-2
38,Sat,2023-06-03,Stade de Reims,Montpellier,1-3,1-0
