Matchday,Date,Home,Away,FullTime,HalfTime
6,2012-08-24,FC Nürnberg,VfB Stuttgart,0-2,0-1
6,2012-08-24,Hoffenheim,Augsburg,0-0,
6,2012-08-24,Hamburgo,Hannover 96,1-0,1-0
6,2012-08-24,Borussia Dortmund,Bor. Mönchengladbach,5-0,2-0
6,2012-08-24,Eintracht Frankfurt,Freiburg,2-1,0-0
7,2012-08-24,Augsburg,Werder Bremen,3-1,2-1
7,2012-08-24,FC Schalke 04,Wolfsburg,3-0,1-0
7,2012-08-24,Mainz 05,Fortuna Düsseldorf,1-0,0-0
7,2012-08-24,SpVgg Greuther Fürth,Hamburgo,0-1,0-1
7,2012-08-24,Bor. Mönchengladbach,Eintracht Frankfurt,2-0,2-0
7,2012-08-24,VfB Stuttgart,Bayer Leverkusen,2-2,1-1
7,2012-08-24,Hannover 96,Borussia Dortmund,1-1,0-1
8,2012-08-24,Hoffenheim,SpVgg Greuther Fürth,3-3,1-1
8,2012-08-24,Borussia Dortmund,FC Schalke 04,1-2,0-1
8,2012-08-24,Wolfsburg,Freiburg,0-2,0-1
8,2012-08-24,Eintracht Frankfurt,Hannover 96,3-1,2-1
8,2012-08-24,Fortuna Düsseldorf,Bayern de Munique,0-5,0-2
8,2012-08-24,Werder Bremen,Bor. Mönchengladbach,4-0,2-0
8,2012-08-24,FC Nürnberg,Augsburg,0-0,
8,2012-08-24,Hamburgo,VfB Stuttgart,0-1,0-1
9,2012-08-24,Augsburg,Hamburgo,0-2,0-1
9,2012-08-24,Freiburg,Borussia Dortmund,0-2,0-0
9,2012-08-24,SpVgg Greuther Fürth,Werder Bremen,1-1,1-1
9,2012-08-24,Fortuna Düsseldorf,Wolfsburg,1-4,0-0
9,2012-08-24,VfB Stuttgart,Eintracht Frankfurt,2-1,1-0
9,2012-08-24,Bayern de Munique,Bayer Leverkusen,1-2,0-1
9,2012-08-24,Hannover 96,Bor. Mönchengladbach,2-3,0-0
10,2012-08-24,Eintracht Frankfurt,SpVgg Greuther Fürth,1-1,1-0
10,2012-08-24,Borussia Dortmund,VfB Stuttgart,0-0,
10,2012-08-24,Bor. Mönchengladbach,Freiburg,1-1,0-0
10,2012-08-24,Hannover 96,Augsburg,2-0,1-0
10,2012-08-24,FC Nürnberg,Wolfsburg,1-0,0-0
10,2012-08-24,Hoffenheim,FC Schalke 04,3-2,1-1
10,2012-08-24,Hamburgo,Bayern de Munique,0-3,0-1
10,2012-08-24,Bayer Leverkusen,Fortuna Düsseldorf,3-2,2-1
11,2012-08-24,Bayern de Munique,Eintracht Frankfurt,2-0,1-0
11,2012-08-24,FC Schalke 04,Werder Bremen,2-1,0-1
11,2012-08-24,Freiburg,Hamburgo,0-0,
11,2012-08-24,Augsburg,Borussia Dortmund,1-3,0-1
11,2012-08-24,Wolfsburg,Bayer Leverkusen,3-1,3-0
11,2012-08-24,VfB Stuttgart,Hannover 96,2-4,2-0
11,2012-08-24,SpVgg Greuther Fürth,Bor. Mönchengladbach,2-4,2-1
12,2012-08-24,Borussia Dortmund,SpVgg Greuther Fürth,3-1,3-1
12,2012-08-24,Bor. Mönchengladbach,VfB Stuttgart,1-2,1-1
12,2012-08-24,Hannover 96,Freiburg,1-2,1-1
12,2012-08-24,FC Nürnberg,Bayern de Munique,1-1,0-1
12,2012-08-24,Eintracht Frankfurt,Augsburg,4-2,2-1
12,2012-08-24,Bayer Leverkusen,FC Schalke 04,2-0,1-0
12,2012-08-24,Werder Bremen,Fortuna Düsseldorf,2-1,0-1
12,2012-08-24,Hoffenheim,Wolfsburg,1-3,0-2
13,2012-08-24,Fortuna Düsseldorf,Hamburgo,2-0,1-0
13,2012-08-24,Bayern de Munique,Hannover 96,5-0,3-0
13,2012-08-24,FC Schalke 04,Eintracht Frankfurt,1-1,1-1
13,2012-08-24,Wolfsburg,Werder Bremen,1-1,0-1
13,2012-08-24,Mainz 05,Borussia Dortmund,1-2,1-2
13,2012-08-24,Freiburg,VfB Stuttgart,3-0,1-0
13,2012-08-24,Hoffenheim,Bayer Leverkusen,1-2,0-2
13,2012-08-24,Augsburg,Bor. Mönchengladbach,1-1,1-0
14,2012-08-24,Borussia Dortmund,Fortuna Düsseldorf,1-1,1-0
14,2012-08-24,Hannover 96,SpVgg Greuther Fürth,2-0,1-0
14,2012-08-24,Hamburgo,FC Schalke 04,3-1,0-0
14,2012-08-24,Bor. Mönchengladbach,Wolfsburg,2-0,2-0
14,2012-08-24,VfB Stuttgart,Augsburg,2-1,1-1
14,2012-08-24,Werder Bremen,Bayer Leverkusen,1-4,0-1
14,2012-08-24,Freiburg,Bayern de Munique,0-2,0-1
15,2012-08-24,Fortuna Düsseldorf,Eintracht Frankfurt,4-0,2-0
15,2012-08-24,FC Schalke 04,Bor. Mönchengladbach,1-1,0-0
15,2012-08-24,Mainz 05,Hannover 96,2-1,1-1
15,2012-08-24,Augsburg,Freiburg,1-1,1-1
15,2012-08-24,SpVgg Greuther Fürth,VfB Stuttgart,0-1,0-1
15,2012-08-24,Bayern de Munique,Borussia Dortmund,1-1,0-0
15,2012-08-24,Hoffenheim,Werder Bremen,1-4,0-2
15,2012-08-24,Wolfsburg,Hamburgo,1-1,0-1
16,2012-08-24,Borussia Dortmund,Wolfsburg,2-3,1-2
16,2012-08-24,VfB Stuttgart,FC Schalke 04,3-1,2-1
16,2012-08-24,FC Nürnberg,Fortuna Düsseldorf,2-0,1-0
16,2012-08-24,Freiburg,SpVgg Greuther Fürth,1-0,1-0
16,2012-08-24,Augsburg,Bayern de Munique,0-2,0-1
16,2012-08-24,Eintracht Frankfurt,Werder Bremen,4-1,0-0
16,2012-08-24,Hannover 96,Bayer Leverkusen,3-2,1-1
17,2012-08-24,Bayern de Munique,Bor. Mönchengladbach,1-1,0-1
17,2012-08-24,Bayer Leverkusen,Hamburgo,3-0,2-0
17,2012-08-24,Wolfsburg,Eintracht Frankfurt,0-2,0-2
17,2012-08-24,Mainz 05,VfB Stuttgart,3-1,0-0
17,2012-08-24,SpVgg Greuther Fürth,Augsburg,1-1,0-1
17,2012-08-24,Fortuna Düsseldorf,Hannover 96,2-1,1-0
17,2012-08-24,FC Schalke 04,Freiburg,1-3,1-2
17,2012-08-24,Hoffenheim,Borussia Dortmund,1-3,1-1
18,2013-01-18,FC Schalke 04,Hannover 96,5-4,1-0
18,2013-01-18,Hoffenheim,Bor. Mönchengladbach,0-0,
18,2013-01-18,Wolfsburg,VfB Stuttgart,2-0,0-0
18,2013-01-18,Mainz 05,Freiburg,0-0,
18,2013-01-18,Bayer Leverkusen,Eintracht Frankfurt,3-1,2-0
18,2013-01-18,Bayern de Munique,SpVgg Greuther Fürth,2-0,1-0
18,2013-01-18,Werder Bremen,Borussia Dortmund,0-5,0-2
18,2013-01-18,FC Nürnberg,Hamburgo,1-1,0-0
18,2013-01-18,Fortuna Düsseldorf,Augsburg,2-3,0-2
19,2013-01-18,Augsburg,FC Schalke 04,0-0,
19,2013-01-18,Hannover 96,Wolfsburg,2-1,2-0
19,2013-01-18,Bor. Mönchengladbach,Fortuna Düsseldorf,2-1,2-0
19,2013-01-18,Freiburg,Bayer Leverkusen,0-0,
19,2013-01-18,Hamburgo,Werder Bremen,3-2,1-1
19,2013-01-18,VfB Stuttgart,Bayern de Munique,0-2,0-0
20,2013-01-18,Werder Bremen,Hannover 96,2-0,0-0
20,2013-01-18,Mainz 05,Bayern de Munique,0-3,0-1
20,2013-01-18,Fortuna Düsseldorf,VfB Stuttgart,3-1,2-0
20,2013-01-18,Hoffenheim,Freiburg,2-1,2-1
20,2013-01-18,Wolfsburg,Augsburg,1-1,1-1
20,2013-01-18,FC Schalke 04,SpVgg Greuther Fürth,1-2,0-0
20,2013-01-18,Hamburgo,Eintracht Frankfurt,0-2,0-2
20,2013-01-18,FC Nürnberg,Bor. Mönchengladbach,2-1,2-0
20,2013-01-18,Bayer Leverkusen,Borussia Dortmund,2-3,0-2
21,2013-01-18,Bor. Mönchengladbach,Bayer Leverkusen,3-3,1-0
21,2013-01-18,SpVgg Greuther Fürth,Wolfsburg,0-1,0-1
21,2013-01-18,VfB Stuttgart,Werder Bremen,1-4,0-1
21,2013-01-18,Borussia Dortmund,Hamburgo,1-4,1-2
21,2013-01-18,Bayern de Munique,FC Schalke 04,4-0,2-0
21,2013-01-18,Freiburg,Fortuna Düsseldorf,1-0,0-0
22,2013-01-18,Wolfsburg,Bayern de Munique,0-2,0-1
22,2013-01-18,Mainz 05,FC Schalke 04,2-2,1-1
22,2013-01-18,Hamburgo,Bor. Mönchengladbach,1-0,1-0
22,2013-01-18,Werder Bremen,Freiburg,2-3,1-1
22,2013-01-18,Bayer Leverkusen,Augsburg,2-1,1-0
22,2013-01-18,Fortuna Düsseldorf,SpVgg Greuther Fürth,1-0,1-0
22,2013-01-18,Borussia Dortmund,Eintracht Frankfurt,3-0,2-0
22,2013-01-18,FC Nürnberg,Hannover 96,2-2,0-1
22,2013-01-18,Hoffenheim,VfB Stuttgart,0-1,0-1
23,2013-01-18,Freiburg,Eintracht Frankfurt,0-0,
23,2013-01-18,Mainz 05,Wolfsburg,1-1,1-1
23,2013-01-18,Bayern de Munique,Werder Bremen,6-1,2-0
23,2013-01-18,Hannover 96,Hamburgo,5-1,3-1
23,2013-01-18,FC Schalke 04,Fortuna Düsseldorf,2-1,1-0
23,2013-01-18,Bor. Mönchengladbach,Borussia Dortmund,1-1,0-1
23,2013-01-18,SpVgg Greuther Fürth,Bayer Leverkusen,0-0,
24,2013-01-18,Eintracht Frankfurt,Bor. Mönchengladbach,0-1,0-1
24,2013-01-18,Wolfsburg,FC Schalke 04,1-4,0-1
24,2013-01-18,Borussia Dortmund,Hannover 96,3-1,2-1
24,2013-01-18,FC Nürnberg,Freiburg,1-1,1-0
24,2013-01-18,Werder Bremen,Augsburg,0-1,0-1
24,2013-01-18,Hamburgo,SpVgg Greuther Fürth,1-1,1-1
24,2013-01-18,Bayer Leverkusen,VfB Stuttgart,2-1,0-1
24,2013-01-18,Hoffenheim,Bayern de Munique,0-1,0-1
25,2013-01-18,FC Schalke 04,Borussia Dortmund,2-1,2-0
25,2013-01-18,Mainz 05,Bayer Leverkusen,1-0,0-0
25,2013-01-18,Freiburg,Wolfsburg,2-5,1-3
25,2013-01-18,Bayern de Munique,Fortuna Düsseldorf,3-2,1-1
25,2013-01-18,Bor. Mönchengladbach,Werder Bremen,1-1,0-0
25,2013-01-18,Hannover 96,Eintracht Frankfurt,0-0,
25,2013-01-18,VfB Stuttgart,Hamburgo,0-1,0-0
26,2013-01-18,Wolfsburg,Fortuna Düsseldorf,1-1,0-1
26,2013-01-18,FC Nürnberg,FC Schalke 04,3-0,1-0
26,2013-01-18,Borussia Dortmund,Freiburg,5-1,3-1
26,2013-01-18,Hamburgo,Augsburg,0-1,0-1
26,2013-01-18,Werder Bremen,SpVgg Greuther Fürth,2-2,0-0
26,2013-01-18,Bayer Leverkusen,Bayern de Munique,1-2,0-1
26,2013-01-18,Eintracht Frankfurt,VfB Stuttgart,1-2,1-0
26,2013-01-18,Bor. Mönchengladbach,Hannover 96,1-0,1-0
27,2013-01-18,VfB Stuttgart,Borussia Dortmund,1-2,0-1
27,2013-01-18,Freiburg,Bor. Mönchengladbach,2-0,0-0
27,2013-01-18,Fortuna Düsseldorf,Bayer Leverkusen,1-4,1-1
27,2013-01-18,Augsburg,Hannover 96,0-2,0-0
27,2013-01-18,Mainz 05,Werder Bremen,1-1,1-0
27,2013-01-18,Bayern de Munique,Hamburgo,9-2,5-0
27,2013-01-18,SpVgg Greuther Fürth,Eintracht Frankfurt,2-3,1-1
28,2013-01-18,Hoffenheim,Fortuna Düsseldorf,3-0,1-0
28,2013-01-18,Eintracht Frankfurt,Bayern de Munique,0-1,0-0
28,2013-01-18,Werder Bremen,FC Schalke 04,0-2,0-0
28,2013-01-18,Bayer Leverkusen,Wolfsburg,1-1,1-0
28,2013-01-18,Borussia Dortmund,Augsburg,4-2,1-2
28,2013-01-18,Bor. Mönchengladbach,SpVgg Greuther Fürth,1-0,0-0
28,2013-01-18,Hamburgo,Freiburg,0-1,0-0
28,2013-01-18,Hannover 96,VfB Stuttgart,0-0,
29,2013-01-18,Freiburg,Hannover 96,3-1,2-1
29,2013-01-18,SpVgg Greuther Fürth,Borussia Dortmund,1-6,0-5
29,2013-01-18,Fortuna Düsseldorf,Werder Bremen,2-2,1-1
29,2013-01-18,Mainz 05,Hamburgo,1-2,0-0
29,2013-01-18,FC Schalke 04,Bayer Leverkusen,2-2,0-1
29,2013-01-18,VfB Stuttgart,Bor. Mönchengladbach,2-0,2-0
29,2013-01-18,Augsburg,Eintracht Frankfurt,2-0,1-0
30,2013-01-18,Bor. Mönchengladbach,Augsburg,1-0,1-0
30,2013-01-18,Hannover 96,Bayern de Munique,1-6,0-3
30,2013-01-18,Eintracht Frankfurt,FC Schalke 04,1-0,1-0
30,2013-01-18,Hamburgo,Fortuna Düsseldorf,2-1,2-1
30,2013-01-18,Werder Bremen,Wolfsburg,0-3,0-2
30,2013-01-18,VfB Stuttgart,Freiburg,2-1,2-0
30,2013-01-18,FC Nürnberg,SpVgg Greuther Fürth,0-1,0-1
31,2013-01-18,SpVgg Greuther Fürth,Hannover 96,2-3,1-1
31,2013-01-18,Wolfsburg,Bor. Mönchengladbach,3-1,1-0
31,2013-01-18,Augsburg,VfB Stuttgart,3-0,0-0
31,2013-01-18,Bayer Leverkusen,Werder Bremen,1-0,1-0
31,2013-01-18,Bayern de Munique,Freiburg,1-0,1-0
31,2013-01-18,Fortuna Düsseldorf,Borussia Dortmund,1-2,0-1
31,2013-01-18,Mainz 05,Eintracht Frankfurt,0-0,
31,2013-01-18,FC Schalke 04,Hamburgo,4-1,2-1
32,2013-01-18,Bor. Mönchengladbach,FC Schalke 04,0-1,0-0
32,2013-01-18,FC Nürnberg,Bayer Leverkusen,0-2,0-1
32,2013-01-18,VfB Stuttgart,SpVgg Greuther Fürth,0-2,0-0
32,2013-01-18,Eintracht Frankfurt,Fortuna Düsseldorf,3-1,1-0
32,2013-01-18,Borussia Dortmund,Bayern de Munique,1-1,1-1
32,2013-01-18,Freiburg,Augsburg,2-0,1-0
32,2013-01-18,Hamburgo,Wolfsburg,1-1,1-0
33,2013-01-18,Wolfsburg,Borussia Dortmund,3-3,3-1
33,2013-01-18,Mainz 05,Bor. Mönchengladbach,2-4,1-1
33,2013-01-18,FC Schalke 04,VfB Stuttgart,1-2,0-1
33,2013-01-18,Bayer Leverkusen,Hannover 96,3-1,2-0
33,2013-01-18,SpVgg Greuther Fürth,Freiburg,1-2,1-0
33,2013-01-18,Bayern de Munique,Augsburg,3-0,0-0
33,2013-01-18,Hoffenheim,Hamburgo,1-4,0-2
33,2013-01-18,Werder Bremen,Eintracht Frankfurt,1-1,1-0
34,2013-01-18,Bor. Mönchengladbach,Bayern de Munique,3-4,3-2
34,2013-01-18,Freiburg,FC Schalke 04,1-2,0-1
34,2013-01-18,Hamburgo,Bayer Leverkusen,0-1,0-0
34,2013-01-18,Eintracht Frankfurt,Wolfsburg,2-2,1-2
34,2013-01-18,FC Nürnberg,Werder Bremen,3-2,0-1
34,2013-01-18,Augsburg,SpVgg Greuther Fürth,3-1,1-0
34,2013-01-18,Hannover 96,Fortuna Düsseldorf,3-0,1-0
